id,first_name,last_name,dob
868,mwangi,otieno,1983-01-11
869,mwangi,smith,1987-12-25
870,aisha,abdul,1999-10-09
871,mwangi,abdul,1989-01-03
872,mwangi,otieno,1999-07-09
873,mwangi,smith,1990-09-11
874,otieno,kamau,2000-04-12
875,faith,doe,1999-08-15
876,jane,njoroge,1966-11-02
877,otieno,njoroge,1997-10-27
878,jane,abdul,1961-01-23
879,john,smith,1993-05-09
880,mary,doe,1975-10-07
881,peter,kamau,1986-05-01
882,john,doe,1978-07-03
883,mary,abdul,1971-07-16
884,mary,njoroge,2006-09-13
885,peter,smith,2010-11-06
886,john,kamau,1989-04-25
887,peter,njoroge,1980-04-26
888,mwangi,doe,1995-12-13
889,otieno,otieno,1978-03-13
890,john,njoroge,1998-10-22
891,otieno,njoroge,1969-04-24
892,jane,okello,2002-01-21
893,jane,smith,1983-11-28
894,peter,otieno,1997-05-16
895,faith,abdul,1984-09-23
896,mary,otieno,1985-06-19
897,mary,okello,1986-08-14
898,john,doe,1962-01-06
899,jane,njoroge,2006-10-09
900,peter,kamau,1965-04-14
901,peter,okello,1996-07-07
902,mwangi,kamau,1982-04-26
903,mwangi,abdul,1975-08-06
904,mwangi,njoroge,1985-06-27
905,jane,smith,1968-01-24
906,faith,otieno,1987-07-28
907,faith,otieno,1976-01-15
908,mary,abdul,1992-03-06
909,mary,okello,1997-01-18
910,peter,okello,2005-01-21
911,aisha,otieno,1986-10-16
912,otieno,okello,1997-05-20
913,john,okello,1965-10-21
914,john,smith,1969-05-05
915,jane,abdul,1972-12-21
916,peter,okello,1989-02-15
917,otieno,kamau,1983-10-01
918,faith,smith,1989-03-19
919,faith,abdul,1987-05-23
920,peter,smith,1985-12-21
921,john,kamau,1999-04-20
922,otieno,smith,1974-05-01
923,peter,doe,2000-03-18
924,jane,doe,1969-07-07
925,peter,smith,1992-07-14
926,mary,okello,1984-08-16
927,jane,doe,1992-09-17
928,john,okello,1965-11-26
929,mwangi,kamau,1983-11-23
930,otieno,abdul,1979-02-16
931,mary,smith,2005-12-27
932,faith,otieno,1960-06-04
933,jane,smith,1964-06-06
934,peter,doe,1982-07-11
935,mwangi,okello,1997-09-08
936,peter,abdul,1983-10-24
937,aisha,njoroge,1964-08-17
938,jane,otieno,1980-10-14
939,peter,otieno,1991-09-03
940,john,njoroge,2007-04-15
941,john,kamau,1987-10-07
942,mary,kamau,1978-12-27
943,peter,otieno,1990-02-22
944,john,otieno,2010-07-20
945,faith,otieno,1991-06-05
946,otieno,kamau,1999-11-08
947,otieno,njoroge,1988-09-24
948,peter,smith,1971-11-14
949,mwangi,smith,1977-01-23
950,john,abdul,1989-06-11
951,otieno,smith,1967-08-05
952,mwangi,smith,1974-08-08
953,jane,abdul,1998-08-04
954,mwangi,abdul,1985-02-06
955,john,smith,2010-06-11
956,aisha,okello,2005-01-19
957,john,abdul,1972-08-27
958,jane,otieno,1995-10-12
959,aisha,doe,1990-04-03
960,mary,okello,1998-09-18
961,peter,njoroge,1971-01-15
962,mary,doe,1974-03-11
963,peter,doe,1978-10-28
964,aisha,okello,1961-05-01
965,john,smith,1965-04-04
966,faith,okello,2006-09-09
967,peter,abdul,2002-02-17
968,mary,njoroge,1982-05-24
969,faith,smith,1975-05-08
970,peter,kamau,2000-07-09
971,mary,doe,1971-09-26
972,otieno,okello,1988-08-07
973,jane,okello,1977-07-16
974,faith,abdul,1961-05-16
975,aisha,okello,1984-12-11
976,otieno,abdul,1994-02-08
977,otieno,njoroge,1970-09-03
978,aisha,kamau,2003-10-03
979,faith,otieno,1969-04-08
980,mary,doe,1964-07-28
981,mwangi,smith,1961-04-24
982,mwangi,okello,2007-12-24
983,aisha,okello,2002-02-23
984,faith,okello,1960-11-13
985,jane,smith,1972-01-24
986,mwangi,smith,1991-04-20
987,faith,otieno,1980-11-04
988,peter,kamau,1999-05-22
989,mary,smith,1996-10-20
990,aisha,otieno,1984-03-08
991,mwangi,otieno,1969-01-06
992,otieno,doe,1995-08-23
993,aisha,doe,1965-10-16
994,peter,njoroge,1980-08-08
995,aisha,okello,1991-12-12
996,aisha,njoroge,1974-11-24
997,faith,abdul,1996-08-11
998,mwangi,smith,1996-04-23
999,otieno,otieno,2010-10-15
