id,first_name,last_name,dob
885,fatih,abudl,1990-08-28
886,otieno,,1967-05-18
887,jaen,kamua,1998-05-11
888,faith,abdul,1962-03-13
889,jane,abdul,1999-07-10
890,mwangi,njoroge,1991-03-18
891,asiha,njoroge,1984-01-23
892,iasha,,1979-04-21
893,mwangi,okello,2007-09-01
894,oiteno,abdul,1962-11-14
895,peter,otieno,1980-07-28
896,mary,okelol,1977-09-09
897,faith,njorgoe,2005-07-18
898,jhon,okello,2006-02-25
899,aisha,kamau,1965-03-16
900,peter,abdul,2010-08-21
901,jhon,okelol,1996-02-22
902,mwangi,okello,1974-02-27
903,,,1975-10-02
904,,kamau,1984-02-10
905,peter,smith,1964-01-05
906,jonh,otieno,1965-12-25
907,jnae,kamau,1986-10-15
908,faith,abudl,1967-08-04
909,otieno,otieno,1972-10-16
910,mwangi,oklelo,1993-03-01
911,,okello,2005-06-12
912,jhon,okello,1985-12-16
913,john,deo,2002-03-17
914,amry,,2007-12-05
915,aisah,adbul,1970-08-25
916,jonh,abdul,1995-12-15
917,faith,okello,1970-08-07
918,john,doe,1978-09-15
919,mary,doe,1976-07-11
920,mary,njoroge,1977-11-19
921,,doe,1989-09-04
922,faith,,1978-03-19
923,faith,otieno,2007-11-16
924,peetr,doe,1978-05-10
925,jane,njoroeg,1966-06-14
926,jhon,smith,1972-03-15
927,,doe,1991-09-13
928,faith,otieno,1987-07-04
929,otieno,otieno,2004-06-26
930,faith,toieno,2010-06-13
931,mwangi,deo,2004-06-06
932,mary,okelol,2006-08-21
933,,otieno,1964-01-21
934,faiht,abdul,1987-07-26
935,john,abdul,1988-12-23
936,otieno,njoroge,2006-07-07
937,otieno,njoroge,2004-04-19
938,peter,njoroeg,1984-03-02
939,aisah,njoroge,1997-04-01
940,petre,abdul,2006-10-03
941,jane,njoroge,1994-06-04
942,jane,abdlu,1960-07-28
943,faith,njoroge,2002-04-02
944,oiteno,smith,1993-06-02
945,peter,kamau,1998-12-08
946,mwangi,doe,1991-04-10
947,john,abdul,1998-06-26
948,mawngi,okello,1990-12-18
949,otineo,smtih,1994-06-24
950,faith,njoroge,2004-02-10
951,mwangi,otieno,1983-10-07
952,mary,njoroge,2001-04-21
953,aisha,abdul,1961-05-11
954,peter,,1992-09-17
955,ajne,doe,2004-06-18
956,epter,abdul,1976-07-02
957,john,akmau,1989-01-11
958,mwangi,otieon,1971-04-13
959,mary,otieno,1980-08-23
960,otieno,njoroge,1981-12-19
961,peter,simth,1965-03-09
962,otieno,doe,2010-03-13
963,mary,njoroeg,1963-06-08
964,peter,,1969-06-08
965,,okello,1998-01-24
966,peetr,doe,2002-06-14
967,faith,kamua,2001-02-06
968,jane,kamau,1968-09-13
969,mary,njoroge,2008-01-15
970,,smith,1983-06-07
971,john,,2005-11-08
972,otieno,smith,1968-09-22
973,aisha,oekllo,1974-09-19
974,mary,okello,1985-04-08
975,jane,deo,2000-09-07
976,jnae,abdul,1965-01-25
977,john,kmaau,1970-03-27
978,jonh,badul,1981-05-14
979,mary,kamua,1999-08-27
980,fatih,njoroge,2007-10-26
981,john,otieno,2005-11-10
982,faith,,1964-06-05
983,mary,otieno,1966-06-14
984,mary,,1999-09-25
985,faith,smith,1975-07-15
986,jonh,otieno,1976-04-09
987,mwangi,kamau,1990-06-07
988,mwanig,abdul,1972-08-06
989,mayr,njoroge,1994-11-27
990,jane,otieno,1981-10-03
991,otyno,otieno,1994-02-04
992,peter,nojroge,2001-05-28
993,otineo,abdlu,2008-09-16
994,mary,,1986-12-22
995,fiath,otineo,1995-06-28
996,faith,abdul,1971-11-19
997,iasha,okelol,2007-09-01
998,asiha,okello,1977-05-03
999,jane,otieno,1980-08-08
1000,jane,njoroge,1977-02-08
1001,john,kamau,1999-01-17
1002,mwangi,okello,1985-03-04
1003,peter,kamau,1973-10-27
1004,faith,okello,1974-06-02
1005,jane,njoroge,1996-01-06
1006,faith,abdul,1977-07-13
1007,mary,doe,1992-03-02
1008,faith,abdul,1981-03-19
1009,faith,otieno,1961-12-08
1010,mary,smith,2007-03-04
1011,jane,njoroge,1985-10-23
1012,aisha,okello,1961-03-22
1013,jane,smith,2000-03-08
1014,peter,njoroge,1989-10-03
1015,peter,abdul,1980-06-17
1016,aisha,doe,1970-06-02
1017,jane,kamau,1968-01-25
1018,jane,kamau,1975-07-17
1019,mary,okello,1985-05-10
1020,john,abdul,1964-11-25
1021,otieno,doe,1976-10-26
1022,aisha,okello,1962-11-27
1023,faith,otieno,2004-06-28
1024,otieno,njoroge,1983-06-24
1025,aisha,smith,1960-12-28
1026,john,smith,1965-01-06
1027,john,okello,1979-11-23
1028,aisha,njoroge,2003-01-28
1029,aisha,doe,1977-05-02
1030,jane,okello,1985-05-27
1031,mary,abdul,1963-09-17
1032,mary,abdul,1971-01-05
1033,aisha,doe,1991-12-28
1034,otieno,abdul,1968-05-18
1035,mary,otieno,2000-06-12
1036,aisha,otieno,1975-01-07
1037,john,doe,1992-01-26
1038,mwangi,kamau,1989-12-25
1039,john,kamau,1962-04-14
1040,mwangi,abdul,1967-07-20
1041,jane,okello,1967-11-19
1042,jane,doe,1993-12-10
1043,aisha,otieno,1983-05-27
1044,otieno,otieno,1985-08-26
1045,faith,njoroge,2005-07-06
1046,peter,otieno,1980-03-02
1047,mwangi,smith,1998-03-18
1048,mary,okello,1982-08-23
1049,jane,okello,1960-11-23
1050,aisha,otieno,1988-02-18
1051,aisha,okello,1998-09-10
1052,otieno,otieno,1964-01-26
1053,faith,okello,1971-07-18
1054,john,okello,1969-12-05
1055,otieno,abdul,1989-05-02
1056,mary,njoroge,1967-08-23
1057,mwangi,okello,1967-10-24
1058,aisha,doe,1984-09-26
1059,john,smith,1983-03-15
1060,otieno,smith,2007-05-03
1061,aisha,abdul,1994-10-07
1062,otieno,okello,1987-11-02
1063,otieno,njoroge,1996-06-13
1064,aisha,njoroge,1998-02-08
1065,jane,doe,2004-08-07
1066,mwangi,smith,1992-06-28
1067,mary,njoroge,1979-06-03
1068,otieno,doe,1984-07-16
1069,mwangi,doe,1979-11-02
1070,mwangi,smith,1962-01-18
1071,mary,smith,2007-08-10
1072,faith,doe,1978-07-03
1073,john,smith,1984-07-12
1074,mary,abdul,2000-08-21
1075,mary,otieno,1981-12-16
1076,john,doe,1964-08-20
1077,aisha,njoroge,1985-07-02
1078,jane,abdul,1983-05-28
1079,jane,kamau,2004-03-10
1080,mary,abdul,1977-12-27
1081,peter,okello,1984-03-24
1082,faith,abdul,1964-10-03
1083,aisha,otieno,1974-09-15
1084,faith,njoroge,1998-01-01
1085,faith,otieno,1967-10-28
1086,john,smith,1999-10-09
1087,peter,abdul,1985-09-12
1088,jane,kamau,1996-03-04
1089,john,smith,1989-10-24
1090,otieno,doe,1997-04-25
1091,faith,smith,2000-06-23
1092,otieno,kamau,1973-12-13
1093,otieno,abdul,2003-05-03
1094,mary,smith,1961-10-25
1095,otieno,otieno,1973-08-26
1096,mwangi,njoroge,1988-04-05
1097,jane,okello,2008-09-11
1098,otieno,smith,1963-03-22
1099,faith,otieno,2002-10-02
1100,aisha,doe,1984-06-09
1101,mwangi,doe,1961-01-14
1102,john,okello,1983-10-06
1103,faith,otieno,2000-06-27
1104,otieno,njoroge,1995-04-07
1105,aisha,otieno,1968-11-24
1106,peter,doe,2001-11-07
1107,peter,njoroge,1985-07-27
1108,aisha,okello,1979-02-10
1109,peter,okello,1990-08-23
1110,jane,njoroge,1999-05-26
1111,mary,okello,1983-06-04
1112,aisha,abdul,1989-11-24
1113,mary,njoroge,1998-02-28
1114,john,smith,1975-09-19
1115,mary,abdul,1970-03-05
1116,peter,njoroge,1976-01-20
1117,peter,njoroge,1979-11-25
1118,john,njoroge,1996-12-12
1119,mwangi,abdul,1962-10-23
1120,jane,abdul,1991-06-15
1121,otieno,doe,1988-07-23
1122,mary,njoroge,1983-09-02
1123,mwangi,abdul,1992-09-06
1124,mary,njoroge,1967-05-10
1125,john,kamau,1969-10-11
1126,mary,doe,2007-05-13
1127,aisha,doe,2000-06-01
1128,peter,kamau,1996-09-01
1129,mwangi,otieno,1960-09-10
1130,mary,otieno,1988-12-19
1131,faith,okello,1965-08-21
1132,faith,abdul,1963-07-05
1133,peter,abdul,1972-04-27
1134,peter,doe,1961-11-06
1135,mary,otieno,1989-01-04
1136,peter,otieno,2006-09-04
1137,faith,kamau,1962-12-14
1138,aisha,kamau,1991-08-26
1139,otieno,abdul,2006-10-15
1140,aisha,smith,1986-02-28
1141,peter,njoroge,1990-02-13
1142,otieno,njoroge,1979-08-24
1143,otieno,kamau,2008-09-27
1144,peter,doe,1994-12-18
1145,john,kamau,1978-07-02
1146,aisha,doe,1992-07-25
1147,peter,okello,2009-12-11
1148,peter,otieno,1969-02-07
1149,mwangi,okello,1967-08-25
1150,mary,abdul,2010-07-20
1151,aisha,kamau,2009-03-06
1152,mwangi,abdul,1962-12-16
1153,peter,otieno,1961-06-15
1154,faith,njoroge,1967-07-28
1155,peter,smith,1966-08-13
1156,peter,okello,1997-12-16
1157,aisha,abdul,2004-12-11
1158,mwangi,doe,1986-05-03
1159,otieno,kamau,1973-09-26
1160,otieno,njoroge,2008-03-02
1161,jane,abdul,1992-11-16
1162,mwangi,abdul,1960-03-23
1163,mary,otieno,1996-08-05
1164,otieno,njoroge,1961-03-16
1165,peter,kamau,2008-02-01
1166,mary,abdul,1965-02-04
1167,peter,njoroge,1991-10-08
1168,jane,otieno,1960-12-16
1169,peter,smith,1970-09-12
1170,aisha,abdul,1996-09-28
1171,peter,okello,2006-10-14
1172,jane,otieno,1961-08-22
1173,faith,otieno,2004-12-09
1174,jane,smith,1995-08-15
1175,mary,njoroge,1974-05-22
1176,mwangi,otieno,1994-06-16
1177,aisha,smith,1978-11-24
1178,mary,abdul,2009-05-06
1179,jane,doe,1971-04-17
1180,peter,kamau,1979-12-12
1181,mwangi,doe,1979-04-24
1182,peter,otieno,1972-03-07
1183,otieno,kamau,1967-04-14
1184,john,otieno,2004-01-03
1185,peter,okello,2000-05-04
1186,jane,abdul,1963-11-09
1187,john,njoroge,1990-02-07
1188,peter,smith,1969-06-27
1189,peter,okello,2010-10-11
1190,otieno,okello,1960-05-23
1191,john,doe,1966-08-02
1192,jane,njoroge,1993-05-16
1193,aisha,smith,1968-05-23
1194,mwangi,njoroge,2006-01-24
1195,jane,smith,1979-11-10
1196,jane,njoroge,1964-02-12
1197,otieno,abdul,2008-04-03
1198,john,smith,1995-08-08
1199,mwangi,njoroge,1983-09-01
