id,first_name,last_name,dob
879,faith,,1973-09-20
880,peter,abdul,1985-01-02
881,otyon,abdul,2003-01-05
882,jhon,doe,1969-02-19
883,amry,njoroge,2003-11-22
884,epter,okello,1979-12-14
885,faith,abdul,1996-07-01
886,otieno,kamua,1961-12-17
887,mawngi,abdul,2000-03-02
888,aihsa,njoroeg,1996-01-11
889,aisha,njoroge,1994-05-15
890,,otieno,1986-06-06
891,jane,otieno,1984-02-12
892,mary,doe,1971-08-13
893,,,1964-08-20
894,jane,okello,1963-12-04
895,jane,otineo,1982-06-24
896,john,njoroge,1993-04-28
897,otieno,okello,1992-07-27
898,john,abdul,1998-06-18
899,john,toieno,2005-10-03
900,epter,njoroge,1974-07-21
901,mwangi,kamau,2000-01-10
902,fiath,otieno,1991-08-10
903,jane,smith,1983-09-22
904,jane,smith,1980-02-03
905,jane,njoroge,2004-09-10
906,mwangi,,1990-10-25
907,mary,oekllo,2005-02-08
908,faith,kmaau,2007-01-14
909,aisha,njoroge,1991-02-01
910,ajne,oteino,1966-06-06
911,mray,ode,1977-12-03
912,aisha,otieno,2009-08-17
913,epter,,2006-05-19
914,jane,kamau,1972-06-12
915,john,doe,1982-10-22
916,wmangi,okello,1966-10-01
917,iasha,abudl,1985-06-03
918,mwangi,okello,1961-10-26
919,amry,,2007-06-01
920,peter,toieno,1979-08-01
921,mary,kamau,1988-10-06
922,mayr,njoroge,1990-06-05
923,peter,okello,1971-06-15
924,jhon,,1995-09-21
925,otieno,njoroge,1972-10-05
926,peter,okello,1985-06-23
927,mary,okello,1996-02-27
928,amry,oklelo,1981-06-02
929,john,doe,1981-03-05
930,otieno,smith,1965-03-16
931,faith,doe,2002-06-10
932,mary,otieno,1985-01-13
933,mary,abdul,1998-08-24
934,aisha,okello,1995-08-26
935,aisha,smith,2005-01-21
936,aisha,doe,2009-09-02
937,faith,kamau,1987-11-08
938,jane,doe,1963-08-27
939,mwangi,otieno,1968-10-09
940,afith,akmau,1965-10-25
941,,njorgoe,1998-09-18
942,oteino,njoroge,1961-08-25
943,amry,smith,1961-01-08
944,john,okello,1977-11-11
945,,kamau,1999-04-06
946,jane,doe,1979-12-23
947,mwangi,,1989-12-12
948,toieno,njoroge,1985-04-15
949,peter,okello,1985-04-24
950,toyno,abdul,1961-07-02
951,mwangi,otieon,2010-10-08
952,jane,oiteno,1970-07-14
953,ojhn,otieno,1995-05-12
954,mwnagi,smith,1987-03-25
955,mary,abdlu,2010-05-14
956,jaen,smith,1984-09-05
957,jane,ode,2009-11-18
958,,smith,1968-02-05
959,faith,okello,1989-12-16
960,otieon,msith,1971-09-07
961,mary,njoroge,1993-10-24
962,otieno,abdul,1996-05-07
963,jane,okello,2001-02-26
964,john,smith,2006-10-03
965,mayr,smith,1981-04-07
966,peter,otieno,1998-07-02
967,aisha,msith,1979-09-03
968,oiteno,deo,1982-07-22
969,,njrooge,1986-07-09
970,faith,doe,1987-05-10
971,aisha,kamau,1967-08-22
972,asiha,okello,1999-09-07
973,mwangi,smtih,1996-01-19
974,aisha,abdul,2005-11-18
975,otieno,deo,1977-05-07
976,fatih,smith,1994-10-04
977,otieon,doe,1968-06-02
978,,,1968-01-25
979,epter,,1991-08-26
980,petre,kamau,1987-08-16
981,aisha,doe,2001-09-28
982,aisha,doe,1967-04-28
983,jane,abdul,2002-12-28
984,otyno,njrooge,1961-11-19
985,,doe,1966-12-02
986,peter,abdlu,1976-10-14
987,,smith,1998-08-17
988,john,otieno,1996-09-23
989,,smith,1995-08-02
990,john,otieno,1975-06-23
991,mwagni,otieon,1966-11-13
992,jane,kamau,1970-09-11
993,otyno,okello,1969-05-16
994,peter,doe,2000-06-19
995,mwangi,ode,2001-02-07
996,otineo,kamau,2005-12-03
997,otyon,njoroge,1963-01-03
998,jonh,otieno,1998-08-22
999,otieno,otieno,1985-03-09
1000,mwangi,kamau,2001-09-08
1001,aisha,kamau,2006-09-09
1002,peter,doe,1982-05-20
1003,mwangi,doe,1962-09-24
1004,john,doe,1966-10-26
1005,mwangi,smith,1960-06-24
1006,otieno,okello,1982-11-01
1007,mwangi,kamau,1967-08-10
1008,aisha,njoroge,2009-03-04
1009,mwangi,kamau,1992-03-23
1010,jane,kamau,1982-06-20
1011,mwangi,doe,1979-10-24
1012,otieno,okello,1978-09-17
1013,jane,njoroge,1965-10-13
1014,jane,njoroge,2000-01-01
1015,john,smith,1960-11-02
1016,aisha,njoroge,1972-10-08
1017,mwangi,kamau,1991-12-17
1018,peter,abdul,1964-06-12
1019,faith,kamau,1988-05-22
1020,faith,okello,1998-06-05
1021,jane,okello,1995-06-14
1022,jane,njoroge,1992-08-06
1023,faith,njoroge,1968-03-22
1024,otieno,njoroge,2004-12-03
1025,mwangi,otieno,1974-12-22
1026,john,doe,2005-06-04
1027,faith,otieno,1993-01-26
1028,otieno,otieno,1997-02-25
1029,peter,okello,1990-12-13
1030,mary,smith,1983-04-19
1031,mwangi,okello,1966-05-10
1032,aisha,kamau,1977-01-22
1033,mwangi,abdul,2005-04-25
1034,otieno,okello,1983-03-22
1035,faith,kamau,2000-02-24
1036,mwangi,otieno,1973-10-19
1037,faith,okello,1974-07-05
1038,mary,abdul,1990-04-19
1039,aisha,abdul,1988-05-27
1040,aisha,njoroge,1992-04-21
1041,john,doe,1978-03-21
1042,john,abdul,1980-01-18
1043,john,kamau,1991-07-16
1044,jane,abdul,1974-04-19
1045,john,otieno,1995-07-16
1046,peter,kamau,1963-11-03
1047,john,okello,1980-06-13
1048,mary,kamau,2006-01-09
1049,otieno,njoroge,1961-09-03
1050,otieno,otieno,1964-09-01
1051,aisha,okello,1999-03-14
1052,john,kamau,1975-03-08
1053,otieno,smith,1973-12-25
1054,otieno,otieno,1987-11-14
1055,aisha,abdul,1993-09-23
1056,john,abdul,1963-01-04
1057,aisha,njoroge,1987-06-11
1058,john,okello,1992-08-16
1059,mwangi,kamau,1988-05-02
1060,otieno,otieno,2002-04-21
1061,faith,kamau,2008-08-05
1062,faith,otieno,2002-10-24
1063,mwangi,smith,1970-04-06
1064,john,abdul,2004-05-27
1065,mwangi,kamau,2004-07-03
1066,faith,njoroge,2006-03-12
1067,jane,okello,1997-07-11
1068,aisha,kamau,2002-09-26
1069,peter,doe,2005-07-01
1070,jane,kamau,1990-01-20
1071,jane,njoroge,2000-09-04
1072,otieno,smith,1962-12-11
1073,aisha,otieno,2006-12-13
1074,jane,doe,1995-01-15
1075,otieno,okello,1971-10-16
1076,mwangi,abdul,1998-08-11
1077,mwangi,njoroge,2003-09-06
1078,aisha,njoroge,2003-04-17
1079,mary,doe,1963-08-04
1080,jane,doe,1984-06-19
1081,peter,kamau,2002-05-21
1082,mwangi,abdul,1965-07-24
1083,jane,doe,2008-11-04
1084,john,smith,1970-07-07
1085,otieno,abdul,1962-10-24
1086,mwangi,smith,1978-08-08
1087,jane,njoroge,1965-12-22
1088,otieno,kamau,1988-08-18
1089,mary,kamau,1982-09-04
1090,john,njoroge,1983-03-03
1091,faith,njoroge,1995-07-14
1092,otieno,okello,1963-06-07
1093,john,otieno,2002-11-10
1094,peter,kamau,1992-08-20
1095,john,abdul,2010-04-25
1096,jane,okello,1963-04-12
1097,otieno,otieno,1962-06-10
1098,mwangi,smith,1997-06-07
1099,aisha,kamau,1965-12-06
1100,otieno,okello,1974-02-17
1101,mwangi,doe,1978-04-11
1102,aisha,njoroge,2002-05-19
1103,jane,doe,1998-04-10
1104,faith,njoroge,1999-07-27
1105,mwangi,smith,1962-06-16
1106,peter,njoroge,1984-06-11
1107,aisha,smith,1961-10-15
1108,jane,kamau,1982-12-08
1109,otieno,kamau,1994-10-24
1110,john,okello,2006-03-11
1111,otieno,okello,1995-04-16
1112,peter,kamau,1988-05-15
1113,otieno,abdul,1970-06-24
1114,aisha,otieno,1988-11-15
1115,john,njoroge,2010-04-25
1116,otieno,doe,1964-10-10
1117,otieno,okello,1966-08-15
1118,faith,otieno,2010-12-21
1119,peter,kamau,1962-03-26
1120,peter,abdul,1984-01-14
1121,otieno,doe,2010-03-08
1122,mwangi,okello,1970-08-15
1123,faith,smith,1982-07-17
1124,otieno,abdul,1976-02-05
1125,peter,otieno,1989-09-28
1126,john,doe,1969-07-21
1127,john,njoroge,1993-09-07
1128,john,otieno,1995-06-23
1129,mary,njoroge,1980-02-01
1130,mwangi,doe,1990-12-17
1131,otieno,smith,1978-05-14
1132,otieno,njoroge,1993-04-16
1133,otieno,abdul,1977-07-22
1134,mwangi,smith,1982-06-01
1135,john,abdul,2000-10-14
1136,mwangi,doe,1994-01-23
1137,aisha,abdul,1979-12-20
1138,otieno,njoroge,1997-12-16
1139,otieno,smith,2010-06-25
1140,john,otieno,1987-02-23
1141,jane,otieno,1990-10-24
1142,john,kamau,1997-09-26
1143,mary,otieno,2004-03-23
1144,peter,doe,2003-09-19
1145,otieno,okello,1969-08-04
1146,mary,smith,1997-08-03
1147,jane,kamau,1993-11-27
1148,mwangi,doe,1999-05-06
1149,faith,abdul,2004-09-17
1150,mary,kamau,2009-08-23
1151,jane,smith,1987-07-25
1152,john,otieno,1977-06-11
1153,aisha,abdul,1975-06-02
1154,otieno,abdul,1970-07-15
1155,otieno,smith,1982-12-12
1156,otieno,abdul,1962-06-02
1157,aisha,njoroge,1988-08-09
1158,aisha,abdul,1985-07-02
1159,john,kamau,2004-12-06
1160,peter,otieno,1992-09-08
1161,aisha,njoroge,1996-04-14
1162,faith,doe,1974-10-22
1163,peter,abdul,2004-11-11
1164,faith,smith,1961-03-15
1165,faith,smith,1992-08-19
1166,mwangi,okello,1979-09-06
1167,jane,otieno,1999-05-08
1168,peter,kamau,1977-01-21
1169,aisha,otieno,1997-11-02
1170,peter,okello,1996-09-21
1171,faith,doe,1969-10-15
1172,mary,okello,1988-02-22
1173,peter,otieno,2006-01-10
1174,mary,abdul,1999-05-19
1175,peter,doe,1970-08-11
1176,mary,otieno,1961-04-16
1177,john,kamau,1965-01-22
1178,mary,njoroge,2010-03-11
1179,mary,otieno,1974-05-05
1180,peter,okello,1965-04-02
1181,peter,okello,1969-06-16
1182,otieno,smith,2009-01-04
1183,peter,abdul,1963-02-08
1184,faith,otieno,1974-10-20
1185,faith,njoroge,1974-05-08
1186,jane,kamau,1987-01-20
1187,mary,doe,2004-01-03
1188,mwangi,njoroge,1980-11-24
1189,mary,abdul,1960-11-06
1190,aisha,kamau,1990-07-20
1191,mwangi,njoroge,1970-04-17
1192,mwangi,abdul,1995-03-06
1193,peter,smith,2009-04-09
1194,mary,doe,2010-12-24
1195,mwangi,kamau,1984-11-02
1196,peter,okello,2007-08-20
1197,mary,okello,1999-04-21
1198,otieno,kamau,1999-12-03
1199,aisha,okello,2002-07-07
