id,first_name,last_name,dob
867,peter,otieno,1976-01-01
868,jane,abdul,1986-06-05
869,mary,otieno,1975-10-10
870,mwangi,smith,1966-05-09
871,otieno,okello,1988-12-08
872,peter,kamau,2004-08-02
873,john,abdul,1990-12-06
874,jane,doe,2007-01-11
875,faith,njoroge,1964-01-27
876,otieno,otieno,1971-08-24
877,jane,njoroge,1973-08-06
878,otieno,otieno,2000-08-18
879,faith,otieno,1973-09-20
880,peter,abdul,1985-01-02
881,otieno,abdul,2003-01-05
882,john,doe,1969-02-19
883,mary,njoroge,2003-11-22
884,peter,okello,1979-12-14
885,faith,abdul,1996-07-01
886,otieno,kamau,1961-12-17
887,mwangi,abdul,2000-03-02
888,aisha,njoroge,1996-01-11
889,aisha,njoroge,1994-05-15
890,aisha,otieno,1986-06-06
891,jane,otieno,1984-02-12
892,mary,doe,1971-08-13
893,mary,abdul,1964-08-20
894,jane,okello,1963-12-04
895,jane,otieno,1982-06-24
896,john,njoroge,1993-04-28
897,otieno,okello,1992-07-27
898,john,abdul,1998-06-18
899,john,otieno,2005-10-03
900,peter,njoroge,1974-07-21
901,mwangi,kamau,2000-01-10
902,faith,otieno,1991-08-10
903,jane,smith,1983-09-22
904,jane,smith,1980-02-03
905,jane,njoroge,2004-09-10
906,mwangi,otieno,1990-10-25
907,mary,okello,2005-02-08
908,faith,kamau,2007-01-14
909,aisha,njoroge,1991-02-01
910,jane,otieno,1966-06-06
911,mary,doe,1977-12-03
912,aisha,otieno,2009-08-17
913,peter,otieno,2006-05-19
914,jane,kamau,1972-06-12
915,john,doe,1982-10-22
916,mwangi,okello,1966-10-01
917,aisha,abdul,1985-06-03
918,mwangi,okello,1961-10-26
919,mary,njoroge,2007-06-01
920,peter,otieno,1979-08-01
921,mary,kamau,1988-10-06
922,mary,njoroge,1990-06-05
923,peter,okello,1971-06-15
924,john,kamau,1995-09-21
925,otieno,njoroge,1972-10-05
926,peter,okello,1985-06-23
927,mary,okello,1996-02-27
928,mary,okello,1981-06-02
929,john,doe,1981-03-05
930,otieno,smith,1965-03-16
931,faith,doe,2002-06-10
932,mary,otieno,1985-01-13
933,mary,abdul,1998-08-24
934,aisha,okello,1995-08-26
935,aisha,smith,2005-01-21
936,aisha,doe,2009-09-02
937,faith,kamau,1987-11-08
938,jane,doe,1963-08-27
939,mwangi,otieno,1968-10-09
940,faith,kamau,1965-10-25
941,peter,njoroge,1998-09-18
942,otieno,njoroge,1961-08-25
943,mary,smith,1961-01-08
944,john,okello,1977-11-11
945,peter,kamau,1999-04-06
946,jane,doe,1979-12-23
947,mwangi,doe,1989-12-12
948,otieno,njoroge,1985-04-15
949,peter,okello,1985-04-24
950,otieno,abdul,1961-07-02
951,mwangi,otieno,2010-10-08
952,jane,otieno,1970-07-14
953,john,otieno,1995-05-12
954,mwangi,smith,1987-03-25
955,mary,abdul,2010-05-14
956,jane,smith,1984-09-05
957,jane,doe,2009-11-18
958,john,smith,1968-02-05
959,faith,okello,1989-12-16
960,otieno,smith,1971-09-07
961,mary,njoroge,1993-10-24
962,otieno,abdul,1996-05-07
963,jane,okello,2001-02-26
964,john,smith,2006-10-03
965,mary,smith,1981-04-07
966,peter,otieno,1998-07-02
967,aisha,smith,1979-09-03
968,otieno,doe,1982-07-22
969,john,njoroge,1986-07-09
970,faith,doe,1987-05-10
971,aisha,kamau,1967-08-22
972,aisha,okello,1999-09-07
973,mwangi,smith,1996-01-19
974,aisha,abdul,2005-11-18
975,otieno,doe,1977-05-07
976,faith,smith,1994-10-04
977,otieno,doe,1968-06-02
978,faith,abdul,1968-01-25
979,peter,okello,1991-08-26
980,peter,kamau,1987-08-16
981,aisha,doe,2001-09-28
982,aisha,doe,1967-04-28
983,jane,abdul,2002-12-28
984,otieno,njoroge,1961-11-19
985,mary,doe,1966-12-02
986,peter,abdul,1976-10-14
987,mary,smith,1998-08-17
988,john,otieno,1996-09-23
989,aisha,smith,1995-08-02
990,john,otieno,1975-06-23
991,mwangi,otieno,1966-11-13
992,jane,kamau,1970-09-11
993,otieno,okello,1969-05-16
994,peter,doe,2000-06-19
995,mwangi,doe,2001-02-07
996,otieno,kamau,2005-12-03
997,otieno,njoroge,1963-01-03
998,john,otieno,1998-08-22
999,otieno,otieno,1985-03-09
